user1,user2,similarity,match_prob,match,artificial intelligence_1,artificial intelligence_2,machine learning_1,machine learning_2,data science_1,data science_2,hackathon_1,hackathon_2,full stack development_1,full stack development_2,fintech_1,fintech_2,ui/ux design_1,ui/ux design_2,cybersecurity_1,cybersecurity_2,web development_1,web development_2,app development_1,app development_2,cloud computing_1,cloud computing_2,deep learning_1,deep learning_2,robotics_1,robotics_2,research_1,research_2,blockchain_1,blockchain_2,entrepreneurship_1,entrepreneurship_2,vibecoding_1,vibecoding_2,collaboration_1,collaboration_2,trading_1,trading_2,product management_1,product management_2
User78,User149,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,9,0,0,0,3,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0
User22,User32,0.0,0.06297335605699649,0,5,0,0,0,0,10,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
User26,User174,0.0,0.06297335605699649,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0
User23,User66,0.054232614454664034,0.08512985712481523,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,4,0,0,0,0
User159,User200,0.0,0.06297335605699649,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,2
User94,User101,0.36097784391701904,0.3695534631539863,0,0,10,0,0,0,0,0,0,7,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0
User75,User127,0.2224341652577329,0.20336487103893078,0,0,0,9,0,0,0,0,0,0,0,0,8,7,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
User10,User23,0.0,0.06297335605699649,0,0,0,2,0,5,0,0,0,0,0,0,5,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
User44,User123,0.5905064195547413,0.6991047766984584,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,5,6
User47,User166,0.5930216194611503,0.7022697505251209,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,9,7,0,0
User68,User141,0.0,0.06297335605699649,0,0,0,0,5,0,0,8,0,0,0,1,0,0,0,0,8,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
User88,User135,0.15780109559426697,0.14764486616676037,0,0,0,2,0,0,9,0,10,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
User62,User103,0.0,0.06297335605699649,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,1,0,0,0,2,0
User29,User39,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0
User168,User176,0.3227369393286632,0.31786986932196615,0,0,0,10,0,0,0,0,0,6,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0
User62,User177,0.2957379835780897,0.28382390253956413,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,7
User75,User87,0.0,0.06297335605699649,0,0,0,9,0,0,0,0,3,0,0,0,0,7,0,0,8,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
User90,User153,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,9,0
User187,User199,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,1
User125,User178,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,5,0,5,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0
User97,User137,0.06633581268066595,0.09095868730196159,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,1,10,0,0
User50,User52,0.0,0.06297335605699649,0,0,0,10,0,10,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0
User79,User179,0.0,0.06297335605699649,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,10,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0
User19,User119,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0
User58,User104,0.0,0.06297335605699649,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,7
User72,User79,0.0,0.06297335605699649,0,3,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
User189,User196,0.11904761904761907,0.12071100866576914,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,2
User55,User172,0.0,0.06297335605699649,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0
User57,User59,0.0,0.06297335605699649,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8
User31,User81,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8,0,9,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0
User6,User24,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9
User6,User83,0.3539961627023943,0.3598482083127891,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,6,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
User49,User164,0.0,0.06297335605699649,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0
User91,User182,0.18637697207536738,0.17054945595295545,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,5,0,4,7,0,0,0,0,0,0,0,0
User48,User62,0.0,0.06297335605699649,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,2
User66,User191,0.5090067826904189,0.5875970930478797,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,4,7,0,0,0,0
User43,User57,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,1,0
User82,User189,0.09832102880166933,0.1081215473057273,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,3,0,0,0,0,0,5
User56,User195,0.2165191419159578,0.19767568931069757,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,10,2,0,0,0,0,9,0,0,0,0,0
User88,User191,0.89390497394124,0.9348339226782482,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,7,0,0,0,0
User75,User189,0.07060595008173891,0.09309946863970228,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
User92,User128,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0
User121,User190,0.0,0.06297335605699649,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,9,0,0,0,0,8,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
User23,User79,0.07291310654330119,0.09427485689745965,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,8,0,0,0,0,0,0,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
User22,User103,0.0,0.06297335605699649,0,5,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0
User110,User119,0.0,0.06297335605699649,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,5,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
User47,User199,0.0,0.06297335605699649,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,9,0,0,1
User121,User126,0.3868905630628312,0.4064509444115752,0,0,0,0,0,8,0,0,2,0,0,0,0,0,9,9,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
User164,User190,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0
User156,User159,0.5475324750571358,0.6422618633174894,1,0,0,0,0,0,0,0,5,8,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0
User12,User25,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,9,4,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6
User22,User82,0.0,0.06297335605699649,0,5,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,0,0,0,0,0
User30,User168,0.0,0.06297335605699649,0,0,0,0,10,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,9,0
User14,User168,0.0,0.06297335605699649,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
User50,User179,0.0,0.06297335605699649,0,0,9,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0
User139,User194,0.0,0.06297335605699649,0,0,10,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,3,0
User97,User181,0.0,0.06297335605699649,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,5,0,7,0,0,0,0,0,0,1,0,0,0
User40,User115,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,9,0,0,0,0,0,0
User69,User157,0.5949171769115355,0.7046422849068344,1,0,5,0,0,0,0,0,0,0,0,0,1,5,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
User3,User193,0.0,0.06297335605699649,0,4,0,0,0,9,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0
User62,User90,0.6446583712203042,0.7627743098556086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,8,1,0,0,0,2,9
User60,User129,0.0,0.06297335605699649,0,0,0,5,0,1,0,0,0,0,0,0,9,0,0,0,0,7,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
User17,User148,0.5635328058148882,0.6640057661823482,1,0,3,0,9,0,0,0,0,4,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
User112,User196,0.5122332132852216,0.5922801081780101,1,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2
User16,User90,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,8,0,0,9
User12,User145,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,9,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0
User120,User182,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,1,0
User142,User190,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,7,0,2,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
User45,User191,0.4197377458376824,0.45473092327773434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,3,0,0,0,5,0,0,0,4,7,0,0,0,0
User79,User152,0.5426254690903825,0.6354692551450426,1,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,8,10,0,0,0,0,0,0,0,0,2,0,0,0,0
User126,User166,0.26856325304581685,0.25187813967858225,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,6,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0
User101,User163,0.3900303143340908,0.4110035961270071,0,10,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0
User24,User112,0.0,0.06297335605699649,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,9,9,0
User124,User188,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,9,0,7,0,0,0,0,0
User19,User72,0.0,0.06297335605699649,0,0,3,0,0,0,0,0,10,2,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
User70,User173,0.17680488709895256,0.16257794023455532,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,7,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
User33,User191,0.8222104125750395,0.9031969798627592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,7,1,0,0,0
User55,User152,0.0,0.06297335605699649,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0
User89,User128,0.22478059477960655,0.20565523472292968,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,6,4,8,0,0,0,0,0
User52,User64,0.06815542010964777,0.09186545538503718,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6
User151,User155,0.0,0.06297335605699649,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0
User58,User90,0.0,0.06297335605699649,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,5,0,0,0,0,9
User82,User159,0.35433378429816464,0.36031498262531453,0,0,0,0,0,0,0,0,5,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,0,0,0,0,0,0
User99,User191,0.27069903538375273,0.254300552667056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,7,0,0,8,0
User62,User184,0.0,0.06297335605699649,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,8,2,0
User47,User82,0.18608073189119673,0.1702981621952472,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,2,0,0,9,0,0,0
User14,User144,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0
User93,User166,0.26856325304581685,0.25187813967858225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0
User56,User168,0.0,0.06297335605699649,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,9,0,0,0,0,0
User166,User179,0.0,0.06297335605699649,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0
User37,User88,0.0,0.06297335605699649,0,0,0,0,2,0,0,6,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0
User26,User199,0.0,0.06297335605699649,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,1
User55,User144,0.0,0.06297335605699649,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,3,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
User37,User39,0.19503817331569634,0.17802719952760546,0,0,0,0,0,0,0,6,4,0,0,0,0,7,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
User34,User194,0.0,0.06297335605699649,0,0,10,9,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0
User66,User118,0.0,0.06297335605699649,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,3,0,0,0,0,0,0,0,4,0,0,0,0,0
User126,User128,0.09632962596836682,0.10697472960002666,0,0,0,0,0,0,0,2,4,0,0,0,0,9,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
User30,User126,0.3703735065375758,0.3827814534661329,0,0,0,0,0,0,0,0,2,0,0,0,0,5,9,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0
User51,User112,0.0,0.06297335605699649,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0
User13,User134,0.0,0.06297335605699649,0,0,0,0,10,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,4,0
User33,User105,0.0,0.06297335605699649,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
User84,User90,0.0,0.06297335605699649,0,8,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,9
User45,User168,0.0,0.06297335605699649,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,2,4,0,0,0,0,0
User100,User111,0.0,0.06297335605699649,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
User9,User16,0.0,0.06297335605699649,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0
User8,User35,0.6796411828502428,0.7986450120319492,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0
User12,User160,0.2114722130550724,0.19291696057380056,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,8,0,0,0,0,2,9,0,0
User49,User194,0.0,0.06297335605699649,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0
User47,User53,0.0,0.06297335605699649,0,0,10,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,9,0,0,0
User32,User113,0.08001792602336875,0.09797830954337332,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0
User11,User88,0.15289415743128765,0.14397806300545715,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
User132,User187,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0
User124,User197,0.3560744800403067,0.36272573562931404,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,7,8,0,0,0,0
User83,User134,0.0,0.06297335605699649,0,0,0,0,10,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0
User102,User153,0.0,0.06297335605699649,0,3,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
User111,User147,0.0,0.06297335605699649,0,0,10,0,0,0,10,2,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
User139,User156,0.0,0.06297335605699649,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0
User31,User155,0.2275384135175391,0.20837152522593289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,9,0,0,0,2,5,0,4,0,0,0,0,0,0,0,0
User93,User103,0.3038650988351758,0.2938393841900621,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,9,4,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
User11,User69,0.3057883148625753,0.2962394457542949,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,5,6,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
User149,User152,0.0,0.06297335605699649,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,2,0,0,0,0
User14,User62,0.04578685464956301,0.08126525625225439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,1,0,0,0,2
User87,User116,0.3876574430285532,0.4075614726638804,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,9,4,0,6,0,0,0,0,0,0,0,0,0,0
User12,User184,0.17349334630196145,0.15989091806902025,0,0,10,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0
User67,User104,0.0,0.06297335605699649,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,7
User47,User129,0.0,0.06297335605699649,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0
User63,User114,0.0,0.06297335605699649,0,0,0,9,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0
User5,User118,0.0,0.06297335605699649,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,8,0,0,1,0,0,0,0,0,0,0,3,0,0,0
User39,User67,0.0,0.06297335605699649,0,0,7,0,0,0,0,4,0,0,0,0,4,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
User39,User168,0.0,0.06297335605699649,0,0,0,0,10,0,0,4,0,0,6,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
User1,User183,0.0,0.06297335605699649,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
User6,User85,0.0,0.06297335605699649,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7
User151,User171,0.0,0.06297335605699649,0,0,0,0,0,0,7,7,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6
